suspect	candidate	pages	second_saw_suspect	second_saw_candidate	verdict	prior_confidence
ΜΕΓΑΛΟΣ	ΜΕΓΑΛΕΣ	0004b,0006a,0007a,0007b,0008a,0012b,0013a,0013b,0017a,0020b,0022b,0024a,0032b,0035a,0052b,0065a,0067a,0070a,0074a,0082a,0084a,0086a,0088a,0109a,0110a,0118a,0122a,0136a,0170a	25	0	suspect	low
ΕΠΑΦΗ	ΕΤΑΦΗ	0006a,0015a,0019b,0023b,0024a,0039b,0049a,0050b,0082a,0104a,0127a,0159a,0175a	2	0	suspect	low
ΜΑΙΡΗ	ΜΑΚΡΗ	0038b,0046a,0062a,0065a,0067a,0073a,0115a,0155a	6	0	suspect	low
ΠΟΛΙΤΙΚΕΣ	ΠΟΛΙΤΙΚΟΣ	0018b,0023a,0043b,0049a,0053a,0136a,0159a	2	0	suspect	low
ΚΑΤΑΛΛΗΛΕΣ	ΚΑΤΑΛΛΗΛΟΣ	0006a,0006b,0071a,0100a,0120a	4	0	suspect	low
ΝΕΑΡΕΣ	ΝΕΑΡΟΣ	0027b,0044a,0075a,0151a	2	0	suspect	low
ΘΕΙΕΣ	ΘΕΙΟΣ	0026a,0049b,0065a,0067a	0	0	unseen	low
ΑΝΩΤΕΡΕΣ	ΑΝΩΤΕΡΟΣ	0004a,0039b,0107a	1	0	suspect	low
ΔΙΑΒΑΖΕΙ	ΔΙΑΒΑΣΕΙ	0005a,0013a,0058b	0	0	unseen	low
ΚΛΑΙΜΕ	ΚΛΑΙΝΕ	0014b,0170a	0	0	unseen	low
ΦΡΟΝΤΙΖΟΥΜΕ	ΦΡΟΝΤΙΣΟΥΜΕ	0024a,0036b,0125a	2	0	suspect	low
ΓΕΜΙΖΕΙ	ΓΕΜΙΣΕΙ	0080a,0121a,0131a	1	0	suspect	low
ΓΙΝΕΙΣ	ΠΙΝΕΙΣ	0023a,0145a,0150a	1	0	suspect	low
ΑΓΑΠΑΜΕ	ΑΓΑΠΑΝΕ	0024a,0039b,0131a	1	0	suspect	low
ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ	ΞΑΧΑΡΟΠΛΑΣΤΙΚΗΣ	0027a,0055b,0172a	1	0	suspect	low
ΔΟΥΛΕΥΕΙ	ΔΟΥΛΕΨΕΙ	0025a,0025b,0058b	1	0	suspect	low
ΑΙΤΙΟ	ΑΡΤΙΟ	0026a,0065a,0067a	0	0	unseen	low
ΔΟΥΛΕΥΕ	ΔΟΥΛΕΨΕ	0094a,0113a,0165a	1	0	suspect	low
ΤΑΞΕΙΣ	ΤΑΣΕΙΣ	0036b,0056b,0070a	1	0	suspect	low
ΕΜΒΟΛΙΑΖΕΙ	ΕΜΒΟΛΙΑΣΕΙ	0075a,0092a,0171a	0	0	unseen	low
ΑΝΤΙΜΕΤΩΠΙΖΟΥΜΕ	ΑΝΤΙΜΕΤΩΠΙΣΟΥΜΕ	0003b,0104a	1	0	suspect	low
ΣΗΜΑΝΤΙΚΕΣ	ΣΗΜΑΝΤΙΚΟΣ	0004a,0045a	1	0	suspect	low
ΠΑΛΑΙΕΣ	ΠΑΛΑΙΟΣ	0044b,0117a	2	0	suspect	low
ΥΨΗΛΕΣ	ΥΨΗΛΟΣ	0054b,0137a	0	0	unseen	low
ΞΕΧΝΑΤΕ	ΣΕΧΝΑΤΕ	0005b,0098a	0	0	unseen	low
ΝΙΑΡΟΣ	ΝΤΑΡΟΣ	0042a	0	0	unseen	low
ΠΡΩΙΜΑ	ΠΡΩΙΝΑ	0006b,0043b	0	0	unseen	low
ΣΥΝΗΘΙΖΟΥΝ	ΣΥΝΗΘΙΣΟΥΝ	0006b,0025b	1	0	suspect	low
ΧΤΙΖΕΙ	ΧΤΙΣΕΙ	0042b,0137a	0	0	unseen	low
ΚΤΙΣΕΙ	ΧΤΙΣΕΙ	0130a,0143a	1	0	suspect	low
ΕΥΕΡΓΕΤΙΚΕΣ	ΕΥΕΡΓΕΤΙΚΟΣ	0008b,0013b	1	0	suspect	low
ΔΟΥΛΕΥΑΝ	ΔΟΥΛΕΨΑΝ	0130a,0176a	1	0	suspect	low
ΛΑΙΚΕΣ	ΛΑΙΚΟΣ	0009a,0058b	1	0	suspect	low
ΡΧΙΖΕΙ	ΡΧΙΣΕΙ	0012b,0118a	1	0	suspect	low
ΜΠΑΜΙΑΣ	ΜΠΑΝΙΑΣ	0024a,0132a	0	0	unseen	low
ΦΥΤΕΥΟΥΜΕ	ΦΥΤΕΨΟΥΜΕ	0064a,0153a	0	0	unseen	low
ΠΟΙΟΙ	ΠΟΡΟΙ	0017b,0175a	2	0	suspect	low
ΑΝΑΚΑΙΝΙΖΕΙ	ΑΝΑΚΑΙΝΙΣΕΙ	0020a,0138a	0	0	unseen	low
ΣΩΖΕΙ	ΣΩΣΕΙ	0097a,0161a	1	0	suspect	low
ΣΥΝΟΔΟΥ	ΣΥΝΟΛΟΥ	0020a,0035b	2	0	suspect	low
ΘΕΩΡΕ	ΘΕΩΡΟ	0020b,0162a	2	0	suspect	low
ΒΥΖΑΝΤΙΝΕΣ	ΒΥΖΑΝΤΙΝΟΣ	0020b,0050b	0	0	unseen	low
ΠΟΣΟΥΣ	ΤΟΣΟΥΣ	0022b	2	0	suspect	low
ΙΑΤΡΙΚΕΣ	ΙΑΤΡΙΚΟΣ	0023a,0030b	0	0	unseen	low
ΤΣΕΡΜΠΑ	ΤΣΕΡΜΤΑ	0030a,0032a	0	0	unseen	low
ΔΙΑΒΑΖΑΜΕ	ΔΙΑΒΑΣΑΜΕ	0030a,0042b	0	0	unseen	low
ΚΕΙΝΕΣ	ΚΕΙΝΟΣ	0150a	0	0	unseen	low
ΟΡΙΖΕΙ	ΟΡΙΣΕΙ	0035a,0088a	0	0	unseen	low
ΛΑΙΚΟΥΣ	ΛΑΚΚΟΥΣ	0009a,0104a	1	0	suspect	low
ΠΑΙΔΙΚΗΣ	ΠΑΡΔΙΚΗΣ	0038b,0052b	1	0	suspect	low
ΜΟΙΡΑΖΑΝ	ΜΟΙΡΑΣΑΝ	0046a,0050b	0	0	unseen	low
ΕΒΔΟΜΑΔΕΣ	ΕΒΔΟΜΑΔΟΣ	0077a,0098a	0	0	unseen	low
ΕΣΥΝΕΦΙΑΖΑΝ	ΕΣΥΝΕΦΙΑΣΑΝ	0057b	0	0	unseen	low
ΠΑΡΑΔΟΣΙΑΚΕΣ	ΠΑΡΑΔΟΣΙΑΚΟΣ	0058a,0095a	1	0	suspect	low
ΤΕΚΝΩΝ	ΤΕΧΝΩΝ	0151a	2	0	suspect	low
ΦΗΜΕΣ	ΦΗΝΕΣ	0059a,0115a	0	0	unseen	low
ΖΙΑΔΡΑ	ΣΙΑΔΡΑ	0127a,0176a	0	0	unseen	low
ΑΛΛΑΖΟΥΝ	ΑΛΛΑΞΟΥΝ	0149a,0154a	0	0	unseen	low
ΕΠΗΓΑΜΕ	ΕΠΗΡΑΜΕ	0066a	0	0	unseen	low
ΦΡΟΝΤΙΖΑΝ	ΦΡΟΝΤΙΣΑΝ	0071a,0130a	2	0	suspect	low
ΛΑΚΙΑ	ΛΑΚΚΑ	0012b	1	0	suspect	low
ΜΑΖΕΥΕ	ΜΑΖΕΨΕ	0086a,0094a	1	0	suspect	low
ΤΣΕΡΜΤΑ	ΤΣΕΡΝΤΑ	0089a	0	0	unseen	low
ΜΑΙΡΗΣ	ΜΑΚΡΗΣ	0053a,0081a	2	0	suspect	low
ΠΑΝΤΑΖΗΛΟΥ	ΠΑΝΤΑΞΗΛΟΥ	0032b	0	0	unseen	low
ΓΙΩΤΗΣ	ΡΙΩΤΗΣ	0095a	1	0	suspect	low
ΑΓΑΠΗΜΕΝΕΣ	ΑΓΑΠΗΜΕΝΟΣ	0009a	0	0	unseen	low
ΛΟΓΙΕΣ	ΛΟΓΙΟΣ	0003a	0	0	unseen	low
ΚΑΘΟΡΙΣΜΕΝΕΣ	ΚΑΘΟΡΙΣΜΕΝΟΣ	0003a	0	0	unseen	low
ΠΑΝΟΙ	ΠΑΝΟΤ	0061a	0	0	unseen	low
ΠΕΙΝΟΥΝ	ΤΕΙΝΟΥΝ	0003a	0	0	unseen	low
ΕΖΩΣΕ	ΕΣΩΣΕ	0024a	0	0	unseen	low
ΑΠΕΦΟΙΤΗΣΕ	ΑΠΟΦΟΙΤΗΣΕ	0003b	0	0	unseen	low
ΣΥΝΕΧΙΖΟΜΕΝΕΣ	ΣΥΝΕΧΙΖΟΜΕΝΟΣ	0003b	0	0	unseen	low
ΜΠΟΓΡΗ	ΜΠΟΤΡΗ	0146a	1	0	suspect	low
ΜΠΟΡΡΗ	ΜΠΟΤΡΗ	0078a	0	0	unseen	low
ΚΑΡΔΑΜΗ	ΚΑΡΔΑΝΗ	0053b	0	0	unseen	low
ΚΑΒΑΛΑ	ΚΑΡΑΛΑ	0151a	0	0	unseen	low
ΚΑΠΕΡΙ	ΚΑΠΟΡΙ	0049a	0	0	unseen	low
ΣΙΔΕΡΕΝΙΕΣ	ΣΙΔΕΡΕΝΙΟΣ	0004b	1	0	suspect	low
ΠΙΘΑΝΟ	ΠΙΦΑΝΟ	0004b	0	0	unseen	low
ΣΧΕΔΙΑΖΕΙ	ΣΧΕΔΙΑΣΕΙ	0005a	0	0	unseen	low
ΣΧΕΔΙΑΖΕ	ΣΧΕΔΙΑΣΕ	0005a	1	0	suspect	low
ΑΝΑΓΓΕΙΛΕΙ	ΑΠΑΓΓΕΙΛΕΙ	0005a	0	0	unseen	low
ΑΙΣΙΟΔΟΞΕΣ	ΑΙΣΙΟΔΟΞΟΣ	0005a	0	0	unseen	low
ΕΥΡΥΤΕΡΕΣ	ΕΥΡΥΤΕΡΟΣ	0005b	0	0	unseen	low
ΠΑΝΤΑΞΗΣ	ΠΑΝΤΑΣΗΣ		0	0	unseen	low
ΓΑΖΙΑ	ΤΑΖΙΑ	0006a	1	0	suspect	low
ΑΠΟΡΕΣ	ΑΠΟΡΟΣ	0006a	0	0	unseen	low
ΜΠΑΣΙΑΣ	ΜΠΑΣΤΑΣ	0006b	0	0	unseen	low
ΜΟΥΣΓΑ	ΜΟΥΣΤΑ	0007a	1	0	suspect	low
ΤΣΙΜΕΝΤΕΝΙΕΣ	ΤΣΙΜΕΝΤΕΝΙΟΣ	0176a	0	0	unseen	low
ΖΑΒΡΑ	ΖΑΘΡΑ	0007a	1	0	suspect	low
ΖΑΒΡΑ	ΣΑΒΡΑ	0007a	1	0	suspect	low
ΒΕΓΓΟΥ	ΒΕΡΓΟΥ	0023a	0	0	unseen	low
ΦΡΟΝΤΙΖΕΙΣ	ΦΡΟΝΤΙΣΕΙΣ	0078a	0	0	unseen	low
ΤΑΓΙΑ	ΤΑΤΙΑ	0008a	0	0	unseen	low
ΠΑΡΟΔΟ	ΠΑΡΟΛΟ	0008a	1	0	suspect	low
ΔΙΑΜΕΝΟΝΤΕΣ	ΔΙΑΜΕΝΟΝΤΟΣ	0021a	0	0	unseen	low
ΔΕΚΑΡΑ	ΔΕΚΑΤΑ	0162a	0	0	unseen	low
ΣΤΟΛΙΖΕ	ΣΤΟΛΙΣΕ	0009a	0	0	unseen	low
ΕΦΑΡΜΟΖΑΝ	ΕΦΑΡΜΟΣΑΝ	0009a	0	0	unseen	low
ΧΙΛΙΟΜ	ΧΙΛΙΟΝ	0012b	1	0	suspect	low
ΖΩΝΤΑΝΕΣ	ΖΩΝΤΑΝΟΣ	0009b	1	0	suspect	low
ΝΙΠΤΗΡΕΣ	ΝΙΠΤΗΡΟΣ	0009b	0	0	unseen	low
ΔΙΑΖΕΙ	ΔΡΑΖΕΙ	0103a	0	0	unseen	low
ΜΑΚΑΣ	ΜΑΧΑΣ	0043a	0	0	unseen	low
ΓΟΥΛΙ	ΠΟΥΛΙ	0010b	1	0	suspect	low
ΒΑΛΑΜΕ	ΒΑΛΑΝΕ	0010b	1	0	suspect	low
ΤΟΝΕΣ	ΤΟΠΕΣ	0150a	0	0	unseen	low
ΚΑΠΝΑ	ΚΑΠΠΑ	0022b	0	0	unseen	low
ΛΑΙΟΣ	ΛΑΚΟΣ	0095a	0	0	unseen	low
ΠΕΡΝΑΜΕ	ΠΕΡΝΑΝΕ	0012b	0	0	unseen	low
ΠΕΛΩΡΙΕΣ	ΠΕΛΩΡΙΟΣ	0108a	1	0	suspect	low
ΚΑΤΟΙΚΗΜΕΝΕΣ	ΚΑΤΟΙΚΗΜΕΝΟΣ	0057b	0	0	unseen	low
ΚΤΙΣΟΥΝ	ΧΤΙΣΟΥΝ	0012b	1	0	suspect	low
ΚΤΙΖΟΥΝ	ΚΤΙΣΟΥΝ	0070a	1	0	suspect	low
ΠΑΡΟΥ	ΠΑΡΟΧ	0075a	0	0	unseen	low
ΑΓΡΕΣ	ΑΠΡΕΣ		0	0	unseen	low
ΓΙΑΖΟΓΛΟΥ	ΓΙΑΣΟΓΛΟΥ	0012b	0	0	unseen	low
ΧΑΡΗΚΑΜΕ	ΧΑΡΗΚΑΝΕ	0012b	0	0	unseen	low
ΧΑΛΚΙΝΕΣ	ΧΑΛΚΙΝΟΣ	0027a	0	0	unseen	low
ΔΡΑΚΟ	ΔΡΑΧΟ	0013a	0	0	unseen	low
ΔΙΑΚΟ	ΔΡΑΚΟ	0018b	0	0	unseen	low
ΔΙΣΤΑΖΕ	ΔΙΣΤΑΣΕ	0053a	0	0	unseen	low
ΠΡΩΤΟΓΕΝΟΥΣ	ΠΡΩΤΟΓΟΝΟΥΣ	0013b	0	0	unseen	low
ΑΓΝΩΣΤΕΣ	ΑΓΝΩΣΤΟΣ	0013b	0	0	unseen	low
ΠΕΛΛΕΝΗΣ	ΠΕΛΛΟΝΗΣ	0026b	0	0	unseen	low
ΕΓΚΑΤΑΛΕΙΜΜΕΝΕΣ	ΕΓΚΑΤΑΛΕΙΜΜΕΝΟΣ	0014a	0	0	unseen	low
ΓΙΟΡΤΑΖΑΝ	ΓΙΟΡΤΑΣΑΝ	0118a	0	0	unseen	low
ΛΕΞΕΩΣ	ΛΕΣΕΩΣ	0014b	1	0	suspect	low
ΕΠΗΡΕΑΖΕΙ	ΕΠΗΡΕΑΣΕΙ	0032a	0	0	unseen	low
ΑΕΙΟΥ	ΔΕΙΟΥ	0014b	0	0	unseen	low
ΛΕΓΟΥΜΕ	ΛΕΓΟΥΝΕ	0107a	0	0	unseen	low
ΕΝΝΟΟΥΣΕ	ΕΥΝΟΟΥΣΕ	0039a	1	0	suspect	low
ΔΙΑΦΩΤΙΖΕΙ	ΔΙΑΦΩΤΙΣΕΙ	0014b	0	0	unseen	low
ΤΟΝΩΤΙΚΕΣ	ΤΟΝΩΤΙΚΟΣ	0046b	1	0	suspect	low
ΑΓΟΡΑΖΑΝ	ΑΓΟΡΑΣΑΝ	0015a	0	0	unseen	low
ΦΛΟΓΕΡΕΣ	ΦΛΟΓΕΡΟΣ	0015a	1	0	suspect	low
ΦΕΥΓΑ	ΦΟΥΓΑ	0025a	1	0	suspect	low
ΣΑΠΙΟ	ΣΑΠΤΟ	0016b	0	0	unseen	low
ΙΔΙΩΤΩΝ	ΙΔΡΩΤΩΝ	0017a	0	0	unseen	low
ΚΑΛΑΒΑΣ	ΚΑΛΑΡΑΣ	0031a	0	0	unseen	low
ΛΕΣΒΟ	ΛΕΣΡΟ	0017a	0	0	unseen	low
ΕΔΟΥΣΑ	ΟΔΟΥΣΑ	0166a	0	0	unseen	low
ΓΙΑΝΝΑΚΑΔΗΣ	ΓΙΑΝΝΑΚΑΛΗΣ	0017b	0	0	unseen	low
ΥΠΑΙΘΡΙΕΣ	ΥΠΑΙΘΡΙΟΣ	0017b	0	0	unseen	low
ΕΥΓΕΝΙΚΕΣ	ΕΥΓΕΝΙΚΟΣ	0031b	0	0	unseen	low
ΓΕΛΕΚΑΣ	ΓΟΛΕΚΑΣ	0059a	0	0	unseen	low
ΘΕΤΗΣ	ΦΕΤΗΣ	0018a	0	0	unseen	low
ΑΓΟΡΑΖΕΤΕ	ΑΓΟΡΑΣΕΤΕ	0018a	1	0	suspect	low
ΔΙΑΚΟ	ΛΙΑΚΟ	0018b	0	0	unseen	low
ΑΓΟΓΑΝΗ	ΑΓΟΡΑΝΗ	0172a	0	0	unseen	low
ΕΚΤΙΖΑΝ	ΕΧΤΙΖΑΝ	0019a	0	0	unseen	low
ΚΡΑΤΑΜΕ	ΚΡΑΤΑΝΕ	0041b	1	0	suspect	low
ΓΑΡΔΕΝΙΑ	ΠΑΡΔΕΝΙΑ	0109a	0	0	unseen	low
ΑΓΟΡΩΝ	ΑΠΟΡΩΝ	0054b	1	0	suspect	low
ΠΑΙΝΕ	ΤΑΙΝΕ	0020b	0	0	unseen	low
ΡΗΜΑΤΑ	ΤΗΜΑΤΑ	0020b	1	0	suspect	low
ΛΗΣΜΟΝΗΤΕ	ΛΗΣΜΟΝΗΤΟ	0115a	0	0	unseen	low
ΠΡΟΣΠΑΘΕ	ΠΡΟΣΠΑΘΟ	0150a	1	0	suspect	low
ΚΤΙΣΑΝ	ΧΤΙΣΑΝ	0126a	1	0	suspect	low
ΦΗΜΕΡΙΟ	ΦΗΜΕΡΙΣ	0020b	1	0	suspect	low
ΧΑΜΕΝΕΣ	ΧΑΜΕΝΟΣ	0112a	0	0	unseen	low
ΜΑΥΡΑΚΗΣ	ΝΑΥΡΑΚΗΣ	0021a	1	0	suspect	low
ΜΗΝΑΙΑ	ΜΗΝΑΚΑ	0032a	0	0	unseen	low
ΟΥΡΑΝΙΕΣ	ΟΥΡΑΝΙΟΣ	0022a	0	0	unseen	low
ΑΙΓΕΣ	ΑΙΡΕΣ	0022b	0	0	unseen	low
ΔΑΚΟΥΡΓΟΣ	ΛΑΚΟΥΡΓΟΣ	0022b	0	0	unseen	low
ΕΧΤΙΖΑΝ	ΕΧΤΙΣΑΝ	0176a	0	0	unseen	low
ΞΑΝΑΠΗΓΑΝ	ΞΑΝΑΠΗΡΑΝ	0097a	0	0	unseen	low
ΒΟΛΕΥ	ΒΟΛΟΥ	0022b	0	0	unseen	low
ΒΓΝΙΟΣ	ΒΓΝΤΟΣ	0026b	0	0	unseen	low
ΚΕΡΑΚΙΑ	ΧΕΡΑΚΙΑ	0050b	0	0	unseen	low
ΚΟΡΕΛΑ	ΚΟΡΟΛΑ	0023a	0	0	unseen	low
ΟΥΛΟΚΙΑ	ΣΥΛΟΚΙΑ	0023b	0	0	unseen	low
ΚΟΥΡΤΗ	ΚΟΥΤΤΗ	0074a	1	0	suspect	low
ΚΟΥΤΡΗ	ΚΟΥΤΤΗ	0028a	1	0	suspect	low
ΘΩΜΗΣ	ΘΩΝΗΣ	0081a	1	0	suspect	low
ΜΕΤΑΚΟΜΙΖΕΙΣ	ΜΕΤΑΚΟΜΙΞΕΙΣ	0042b	0	0	unseen	low
ΓΝΩΡΙΖΑΜΕ	ΓΝΩΡΙΣΑΜΕ	0112a	1	0	suspect	low
ΠΑΛΙΕΣ	ΠΑΛΙΟΣ	0048a	0	0	unseen	low
ΜΑΤΑΙΕΣ	ΜΑΤΑΙΟΣ	0024b	0	0	unseen	low
ΣΤΑΘΗ	ΣΤΑΦΗ	0024b	0	0	unseen	low
ΔΙΑΔΑ	ΔΙΑΛΑ	0116a	0	0	unseen	low
ΣΠΑΣΕ	ΣΤΑΣΕ	0025a	0	0	unseen	low
ΓΥΡΙΖΑ	ΓΥΡΙΣΑ	0025a	0	0	unseen	low
ΠΙΣΚΕΦΘΕ	ΠΙΣΚΕΦΘΟ	0083a	1	0	suspect	low
ΠΑΞΙΑ	ΤΑΞΙΑ	0025a	1	0	suspect	low
ΝΤΕΒΕΣ	ΝΤΕΡΕΣ	0025a	0	0	unseen	low
ΦΟΒΗΘΗΚΑΜΕ	ΦΟΡΗΘΗΚΑΜΕ	0039b	0	0	unseen	low
ΛΕΓΚΟΥ	ΛΕΓΧΟΥ	0089a	0	0	unseen	low
ΕΙΠΑΣΕ	ΕΡΠΑΣΕ	0144a	0	0	unseen	low
ΚΤΥΠΗΣΑΝ	ΧΤΥΠΗΣΑΝ	0025b	0	0	unseen	low
ΓΥΡΕΥΕΙΣ	ΓΥΡΕΨΕΙΣ	0145a	0	0	unseen	low
ΔΙΑΣΚΕΥΗ	ΔΙΑΣΚΕΨΗ	0029b	0	0	unseen	low
ΜΑΖΕΥΕΙ	ΜΑΖΕΨΕΙ	0171a	1	0	suspect	low
ΑΓΩΝΙΕΣ	ΑΙΩΝΙΕΣ	0068a	0	0	unseen	low
ΔΙΑΒΑΖΕΤΕ	ΔΙΑΒΑΣΕΤΕ	0026b	0	0	unseen	low
ΑΛΟΨΥΧΑ	ΔΛΟΨΥΧΑ	0026b	0	0	unseen	low
ΔΙΣΤΑΖΑ	ΔΙΣΤΑΣΑ	0026b	0	0	unseen	low
ΒΓΝΙΟΣ	ΒΙΝΙΟΣ	0026b	0	0	unseen	low
ΤΑΜΕΙΑΚΕΣ	ΤΑΜΕΙΑΚΟΣ	0027a	0	0	unseen	low
ΠΕΔΙΟΥ	ΠΟΔΙΟΥ	0088a	1	0	suspect	low
ΣΚΙΟΔΑ	ΣΚΙΣΔΑ	0028b	0	0	unseen	low
ΕΚΠΑΙΔΕΥΤΙΚΕΣ	ΕΚΠΑΙΔΕΥΤΙΚΟΣ	0028b	0	0	unseen	low
ΟΠΕΡΑ	ΟΠΟΡΑ	0030b	1	0	suspect	low
ΒΙΓΙΑ	ΒΙΠΙΑ	0031a	0	0	unseen	low
ΓΕΜΙΣΤΕΣ	ΓΕΜΙΣΤΟΣ	0081a	0	0	unseen	low
ΜΑΤΟΣ	ΝΑΤΟΣ	0130a	1	0	suspect	low
ΣΠΑΓΚΟΥ	ΣΠΑΡΚΟΥ	0031a	0	0	unseen	low
ΠΛΗΓΩΝ	ΠΛΗΡΩΝ	0125a	0	0	unseen	low
ΓΕΤΟΣ	ΤΕΤΟΣ		0	0	unseen	low
ΠΑΓΑΝΑΣ	ΠΑΙΑΝΑΣ	0074a	0	0	unseen	low
ΑΥΓΕΡΗ	ΛΥΓΕΡΗ	0031b	0	0	unseen	low
ΣΙΑΦΡΑ	ΣΤΑΦΡΑ	0032a	0	0	unseen	low
ΡΗΧΕΣ	ΡΗΧΟΣ	0095a	1	0	suspect	low
ΑΣΤΙΚΕΣ	ΑΣΤΙΚΟΣ	0032a	0	0	unseen	low
ΜΠΟΡΕΣ	ΜΠΟΤΕΣ	0023a	0	0	unseen	low
ΔΙΑΝΟΟΥΜΕΝΕΣ	ΔΙΑΝΟΟΥΜΕΝΟΣ	0032b	0	0	unseen	low
ΔΙΑΒΙΩΣΗ	ΔΙΑΒΡΩΣΗ	0039a	1	0	suspect	low
ΠΡΟΞΕΝΙΚΕΣ	ΠΡΟΞΕΝΙΚΟΣ	0050b	0	0	unseen	low
ΓΚΛΑΚΕΣ	ΓΚΛΑΚΟΣ	0051a	0	0	unseen	low
ΤΑΖΙΑ	ΤΑΞΙΑ		0	0	unseen	low
ΔΑΟΝΙΑ	ΔΑΦΝΙΑ	0150a	0	0	unseen	low
ΚΑΦΕΤΖΗ	ΚΑΦΕΤΣΗ	0158a	1	0	suspect	low
ΔΙΑΦΟΡΕΤΙΚΕΣ	ΔΙΑΦΟΡΕΤΙΚΟΣ	0073a	0	0	unseen	low
ΣΗΡΑΜΕ	ΣΗΤΑΜΕ	0094a	0	0	unseen	low
ΣΠΑΘΙΑ	ΣΠΑΘΡΑ	0042a	1	0	suspect	low
ΔΕΔΟΥΡΗ	ΔΟΔΟΥΡΗ	0148a	0	0	unseen	low
ΤΣΑΡΝΤΑΣ	ΤΣΑΡΥΤΑΣ	0041b	0	0	unseen	low
ΖΑΧΑΡΟΠΟΥΛΟΣ	ΣΑΧΑΡΟΠΟΥΛΟΣ	0133a	0	0	unseen	low
ΚΙΝΟΥΜΕΝΕΣ	ΚΙΝΟΥΜΕΝΟΣ	0105a	0	0	unseen	low
ΞΙΟΥΣ	ΣΙΟΥΣ	0130a	1	0	suspect	low
ΠΑΡΑΓΩΓΕΣ	ΠΑΡΑΓΩΓΟΣ	0049a	0	0	unseen	low
ΔΙΑΚΟΣ	ΔΡΑΚΟΣ	0039a	0	0	unseen	low
ΓΡΑΦΙΚΕΣ	ΓΡΑΦΙΚΟΣ	0042b	1	0	suspect	low
ΑΓΩΓΟΥ	ΑΡΩΓΟΥ	0050b	0	0	unseen	low
ΣΥΝΕΧΙΖΕΙΣ	ΣΥΝΕΧΙΣΕΙΣ	0080a	0	0	unseen	low
ΛΕΙΩΝΕΙ	ΛΕΡΩΝΕΙ	0042a	1	0	suspect	low
ΖΟΥΖΟΥΛΑΣ	ΣΟΥΖΟΥΛΑΣ	0176a	0	0	unseen	low
ΠΕΡΙΤΕΧΝΕΣ	ΠΕΡΙΤΕΧΝΟΣ	0080a	0	0	unseen	low
ΠΕΙΝΟΥΣΑΝ	ΠΕΡΝΟΥΣΑΝ	0054b	0	0	unseen	low
ΜΑΖΕΥΕΙΣ	ΜΑΖΕΨΕΙΣ	0069a	0	0	unseen	low
ΕΞΩΤΕΡΙΚΗΣ	ΕΣΩΤΕΡΙΚΗΣ	0043b	0	0	unseen	low
ΤΟΠΟΘΕΤΗΜΕΝΕΣ	ΤΟΠΟΘΕΤΗΜΕΝΟΣ	0139a	0	0	unseen	low
ΑΣΠΡΑ	ΑΣΤΡΑ	0043b	0	0	unseen	low
ΠΑΡΑΤΑΞΗ	ΠΑΡΑΤΑΣΗ	0043b	0	0	unseen	low
ΑΝΕΒΩ	ΑΝΕΘΩ	0043b	0	0	unseen	low
ΕΒΓΑΖΕ	ΕΡΓΑΖΕ	0044a	0	0	unseen	low
ΣΒΗΣΕΙΣ	ΣΘΗΣΕΙΣ	0044a	0	0	unseen	low
ΕΝΤΥΠΩΣΙΑΖΟΥΝ	ΕΝΤΥΠΩΣΙΑΣΟΥΝ	0079a	0	0	unseen	low
ΚΟΝΔΙΤΣΑΣ	ΚΟΥΔΙΤΣΑΣ	0044b	0	0	unseen	low
ΡΙΓΕΣ	ΡΙΠΕΣ	0044b	0	0	unseen	low
ΑΝΗΦΟΡΙΖΕΙ	ΑΝΗΦΟΡΙΣΕΙ	0175a	0	0	unseen	low
ΑΝΕΡΧΟΜΕΝΗΣ	ΑΠΕΡΧΟΜΕΝΗΣ	0143a	0	0	unseen	low
ΚΩΝΣΤΑΝΤΙΝΑΔΗ	ΚΩΝΣΤΑΝΤΙΝΑΛΗ	0051a	0	0	unseen	low
ΑΝΙΨΙΕΣ	ΑΝΙΨΙΟΣ	0171a	0	0	unseen	low
ΠΑΝΤΕΖΕΛΟΣ	ΠΑΝΤΟΖΕΛΟΣ	0046b	0	0	unseen	low
ΕΠΙΣΚΕΥΑΖΑΝ	ΕΠΙΣΚΕΥΑΣΑΝ	0046b	0	0	unseen	low
ΓΕΝΙΩΝ	ΓΟΝΙΩΝ	0047b	1	0	suspect	low
ΚΑΦΕΖΑΧΑΡΟΠΛΑΣΤΕΙΟ	ΚΑΦΕΣΑΧΑΡΟΠΛΑΣΤΕΙΟ	0048a	0	0	unseen	low
ΑΡΧΙΣΑΜΕ	ΑΡΧΙΣΑΝΕ	0104a	1	0	suspect	low
ΣΥΝΕΔΡΙΑΖΕΙ	ΣΥΝΕΔΡΙΑΣΕΙ	0104a	0	0	unseen	low
ΤΕΡΕΝ	ΤΕΡΟΝ	0052a	0	0	unseen	low
ΚΑΜΕΝΗΣ	ΧΑΜΕΝΗΣ	0147a	0	0	unseen	low
ΛΟΓΓΟΣ	ΛΟΓΙΟΣ	0052b	1	0	suspect	low
ΚΑΡΤΕΡΙ	ΚΑΤΤΕΡΙ	0025b	1	0	suspect	low
ΡΑΓΙΖΕΙ	ΡΑΓΙΣΕΙ	0107a	0	0	unseen	low
